source_AGI,target_AGI,type,n_mentions,pubmedID,source_symbol,target_symbol
AT1G75540,AT1G71030,GRN_represses,1,37847120,BBX21,ATMYBL2
AT1G75540,AT4G14560,GRN_represses,1,37847120,BBX21,IAA1
AT1G75540,AT5G43700,GRN_represses,1,37847120,BBX21,IAA4
AT2G28550,AT5G63580,GRN_represses,1,30337428,RAP2.7,FLS2
AT5G60120,AT5G63580,GRN_represses,1,30337428,TOE2,FLS2
AT1G32770,AT3G55990,GRN_regulates,1,23659919,NAC012,ESK1
AT5G42650,AT2G27880,GRN_activates,1,36853196,CYP74A,AGO5
AT1G04240,AT1G19850,GRN_represses,1,15889151,SHY2,ARF5
AT4G09960,AT1G48100,GRN_represses,1,35261232,STK,
AT4G09960,AT4G30270,GRN_activates,1,35261232,STK,XTH24
AT2G47240,AT1G79700,GRN_activates,1,27337244,LACS1,
AT5G10480,AT1G79700,GRN_activates,1,27337244,PAS2,
AT1G12110,AT1G72180,GRN_represses,1,33453414,NPF6.3,CEPR2
AT3G56710,AT2G20570,GRN_regulates,1,34951648,SIB1,GPRI1
AT5G10280,AT5G15530,GRN_activates,1,32246506,MYB92,BCCP2
AT3G22840,AT3G61850,GRN_regulates,1,21299564,ELIP1,DAG1
AT4G14690,AT3G61850,GRN_regulates,1,21299564,ELIP2,DAG1
AT5G63310,AT2G28740,GRN_activates,1,10358052,NDPK2,HIS4
AT2G47450,AT3G04870,GRN_represses,1,17468780,CAO,ZDS1
AT4G27440,AT3G04870,GRN_represses,1,17468780,PORB,ZDS1
AT2G20570,AT2G34430,GRN_regulates,1,35132717,GPRI1,LHB1B1
AT2G20570,AT2G05070,GRN_regulates,1,35132717,GPRI1,LHCB2.2
AT5G39610,AT3G21500,GRN_activates,1,34454170,NAC92,DXPS1
AT3G02730,AT3G04870,GRN_regulates,1,11751918,TRXF1,ZDS1
AT5G33370,AT1G69690,GRN_regulates,1,32453824,,TCP15
AT3G24650,AT4G27160,GRN_regulates,1,15695463,ABI3,AT2S3
AT1G27461,AT1G21970,GRN_represses,1,36083579,,NFYB9
AT1G27461,AT3G24650,GRN_represses,1,36083579,,ABI3
AT3G24650,AT1G27461,GRN_activates,1,36083579,ABI3,
AT5G01900,AT3G45140,GRN_represses,1,17510065,WRKY62,LOX2
AT5G01900,AT5G24770,GRN_represses,1,17510065,WRKY62,VSP2
AT1G73870,AT4G31500,GRN_activates,1,24908267,COL7,CYP83B1
AT3G23250,AT3G23430,GRN_regulates,1,28827455,MYB15,PHO1
AT1G77300,AT5G64900,GRN_regulates,1,27354553,EFS,PEP1
AT4G31500,AT2G20610,GRN_activates,1,11114200,CYP83B1,SUR1
AT1G05560,AT3G24650,GRN_represses,1,31894456,UGT1,ABI3
AT1G05560,AT2G36270,GRN_represses,1,31894456,UGT1,ABI5
AT1G05560,AT5G52310,GRN_represses,1,31894456,UGT1,RD29A
AT1G05560,AT5G15960,GRN_represses,1,31894456,UGT1,KIN1
AT5G21482,AT4G09960,GRN_activates,1,32101756,CKX7,STK
AT1G75520,AT1G75540,GRN_activates,1,30150309,SRS5,BBX21
AT2G20570,AT2G14610,GRN_represses,1,17533111,GPRI1,PR1
AT5G56580,AT5G52300,GRN_activates,1,16913865,MKK6,LTI65
AT3G54610,AT2G01530,GRN_regulates,1,26002909,HAG1,MLP329
AT3G54610,AT2G47160,GRN_regulates,1,26002909,HAG1,BOR1
AT2G22670,AT5G42650,GRN_represses,1,23483289,IAA8,CYP74A
AT5G63870,AT3G12580,GRN_activates,1,17238907,PP7,MED37C
AT1G59640,AT3G54340,GRN_activates,1,16902407,BPE,AP3
AT1G59640,AT1G69120,GRN_activates,1,16902407,BPE,AP1
AT1G59640,AT2G06050,GRN_represses,1,19765234,BPE,OPR3
AT1G07350,AT5G44200,GRN_activates,1,33421141,SR45A,CBP20
AT3G23700,ATCG00020,GRN_represses,1,31793101,,PSBA
AT3G23700,ATCG00440,GRN_activates,1,31793101,,NDHC
AT5G20730,AT1G75520,GRN_represses,1,31403703,NPH4,SRS5
AT4G14890,AT1G69120,GRN_represses,1,33458938,FdC2,AP1
AT5G20730,AT2G14610,GRN_represses,1,32846118,NPH4,PR1
AT5G20730,AT3G57260,GRN_represses,1,32846118,NPH4,BGL2
AT1G21970,AT4G25140,GRN_activates,1,27208266,NFYB9,OLEO1
AT1G21970,AT1G62290,GRN_activates,1,15695450,NFYB9,APA2
AT3G24650,AT4G16160,GRN_regulates,1,16709189,ABI3,OEP162
AT2G36270,AT4G16160,GRN_regulates,1,16709189,ABI5,OEP162
AT5G05410,AT5G05860,GRN_activates,1,26025529,DREB2A,UGT76C2
AT5G25610,AT5G05860,GRN_activates,1,26025529,RD22,UGT76C2
AT1G20440,AT5G05860,GRN_activates,1,26025529,COR47,UGT76C2
AT5G15960,AT5G05860,GRN_activates,1,26025529,KIN1,UGT76C2
AT5G45900,AT2G45660,GRN_activates,1,35852462,ATG7,SOC1
AT2G20570,AT2G35260,GRN_regulates,1,35348770,GPRI1,
AT4G33070,AT5G52310,GRN_regulates,1,23573000,PDC1,RD29A
AT4G09960,AT3G48460,GRN_represses,1,38146678,STK,
AT2G38470,AT1G17380,GRN_regulates,1,27268959,WRKY33,TIFY11A
AT4G39110,AT3G51300,GRN_activates,1,33756107,,ARAC11
AT2G33480,AT5G03760,GRN_regulates,1,24243147,NAC041,CSLA9
AT3G47500,AT5G59820,GRN_regulates,1,28044345,CDF3,ZAT12
AT5G61060,AT2G36270,GRN_activates,1,29018096,HDA05,ABI5
AT5G61060,AT1G52890,GRN_activates,1,29018096,HDA05,NAC019
AT4G24540,AT1G69120,GRN_activates,1,22040363,AGL24,AP1
AT3G30720,AT5G50790,GRN_represses,1,35193747,QQS,SWEET10
AT4G27410,AT4G33150,GRN_activates,1,29659022,RD26,
AT4G27410,AT1G54570,GRN_activates,1,29659022,RD26,
AT1G33760,AT4G08950,GRN_activates,1,37553544,ERF022,EXO
AT1G33760,AT3G10520,GRN_activates,1,37553544,ERF022,AHB2
AT5G22920,AT3G56400,GRN_regulates,1,33492673,RZPF34,WRKY70
ATCG00500,ATCG00490,GRN_regulates,1,26003009,ACCD,RBCL
AT4G34410,AT1G43160,GRN_regulates,1,25882345,ERF109,RAP2-6
AT2G40750,AT1G73805,GRN_activates,1,34120569,WRKY54,SARD1
AT2G40750,AT5G26920,GRN_activates,1,34120569,WRKY54,CBP60G
AT3G56400,AT5G26920,GRN_activates,1,34120569,WRKY70,CBP60G
AT5G62470,AT4G18350,GRN_activates,1,25616734,MYB96,NCED2
AT2G26650,AT5G46240,GRN_represses,1,19794113,AKT1,KAT1
AT2G38470,AT5G57220,GRN_activates,1,35257500,WRKY33,CYP81F2
AT2G38470,AT1G21100,GRN_activates,1,35257500,WRKY33,IGMT1
AT2G38470,AT1G21120,GRN_activates,1,35257500,WRKY33,
AT2G38470,AT5G63450,GRN_regulates,1,32928900,WRKY33,CYP94B1
AT5G12870,AT1G66810,GRN_regulates,1,22271306,MYB46,
AT1G19210,AT5G13800,GRN_activates,1,27037684,ERF017,PPH
AT4G30210,AT4G36220,GRN_represses,1,30962392,ATR2,CYP84A1
AT1G05680,AT1G77300,GRN_activates,1,18602372,UGT74E2,EFS
AT2G42830,AT5G18000,GRN_regulates,1,20581305,SHP2,VDD
AT1G20440,AT4G27410,GRN_activates,1,28776695,COR47,RD26
AT1G02930,AT4G27410,GRN_activates,1,28776695,GSTF6,RD26
AT5G25610,AT4G27410,GRN_activates,1,28776695,RD22,RD26
AT5G05410,AT4G27410,GRN_activates,1,28776695,DREB2A,RD26
AT1G43160,AT5G52310,GRN_activates,1,32619295,RAP2-6,RD29A
AT1G43160,AT2G42540,GRN_activates,1,32619295,RAP2-6,COR15A
AT3G24650,AT1G73590,GRN_regulates,1,37450369,ABI3,PIN1
AT3G24650,AT5G20730,GRN_regulates,1,37450369,ABI3,NPH4
AT2G38470,AT4G24470,GRN_activates,1,22392279,WRKY33,ZIM
AT2G24490,AT5G52310,GRN_activates,1,16326925,RPA2A,RD29A
AT5G24240,AT1G77300,GRN_represses,1,29372509,PI4KG3,EFS
AT1G37130,AT2G15620,GRN_regulates,1,9014362,NIA2,NIR1
AT5G20730,AT1G19850,GRN_represses,1,25944102,NPH4,ARF5
AT5G07690,AT3G22370,GRN_regulates,1,28167700,MYB29,AOX1A
AT1G32770,AT1G09610,GRN_regulates,1,23045523,NAC012,GXM1
AT1G32770,AT1G33800,GRN_regulates,1,23045523,NAC012,GXM3
AT5G27350,AT5G27360,GRN_regulates,1,11485201,SFP1,SFP2
AT2G20570,AT5G44190,GRN_activates,1,19383092,GPRI1,GLK2
AT1G69690,AT2G18300,GRN_regulates,1,31292642,TCP15,
AT1G69690,AT1G26945,GRN_regulates,1,31292642,TCP15,PRE6
ATCG00730,AT1G09340,GRN_regulates,1,16633814,PETD,CRB
AT2G36270,AT5G13930,GRN_activates,1,38315238,ABI5,CHS
AT5G14420,AT1G05100,GRN_activates,1,32970364,RGLG2,MAPKKK18
AT2G35940,AT3G24650,GRN_activates,1,23663178,BLH1,ABI3
AT3G61830,AT3G30720,GRN_represses,1,32521046,ARF18,QQS
AT5G62470,AT5G26340,GRN_regulates,1,33899679,MYB96,STP13
AT1G62990,AT1G27440,GRN_activates,1,29393579,KNAT7,IRX10
AT1G62990,AT2G28110,GRN_activates,1,29393579,KNAT7,IRX7
AT1G21270,AT3G14310,GRN_represses,1,24855660,WAK2,PME3
AT4G38130,AT4G37930,GRN_represses,1,38060625,HDA19,SHM1
AT4G37930,AT4G38130,GRN_regulates,1,38060625,SHM1,HDA19
AT5G62470,AT4G37930,GRN_regulates,1,27448723,MYB96,SHM1
AT5G42080,AT5G63580,GRN_regulates,1,33564884,DRP1A,FLS2
AT3G61250,AT5G13790,GRN_activates,1,19232308,AtMYB17,AGL15
AT4G15560,AT3G54340,GRN_regulates,1,7580255,DXS,AP3
